,rate,lower,upper,year,tax_type
5513,65.0,32000,38000,1960,Separately
5514,69.0,38000,44000,1960,Separately
5515,72.0,44000,50000,1960,Separately
5516,75.0,50000,60000,1960,Separately
5517,78.0,60000,70000,1960,Separately
5518,81.0,70000,80000,1960,Separately
5519,84.0,80000,90000,1960,Separately
5520,87.0,90000,100000,1960,Separately
5521,89.0,100000,150000,1960,Separately
5522,90.0,150000,200000,1960,Separately
5523,91.0,200000,10000000,1960,Separately
5524,20.0,0,200,1960,Single
5525,22.0,2000,4000,1960,Single
5526,26.0,4000,6000,1960,Single
5527,30.0,6000,8000,1960,Single
5528,34.0,8000,10000,1960,Single
5529,38.0,10000,12000,1960,Single
5530,43.0,12000,14000,1960,Single
5531,47.0,14000,16000,1960,Single
5532,50.0,16000,18000,1960,Single
5533,53.0,18000,20000,1960,Single
5534,56.0,20000,22000,1960,Single
5535,59.0,22000,26000,1960,Single
5536,62.0,26000,32000,1960,Single
5537,65.0,32000,38000,1960,Single
5538,69.0,38000,44000,1960,Single
5539,72.0,44000,50000,1960,Single
5540,75.0,50000,60000,1960,Single
5541,78.0,60000,70000,1960,Single
5542,81.0,70000,80000,1960,Single
5543,84.0,80000,90000,1960,Single
5544,87.0,90000,100000,1960,Single
5545,89.0,100000,150000,1960,Single
5546,90.0,150000,200000,1960,Single
5547,91.0,200000,10000000,1960,Single
5548,20.0,0,2000,1961,Head
5549,21.0,2000,4000,1961,Head
5550,24.0,4000,6000,1961,Head
5551,26.0,6000,8000,1961,Head
5552,30.0,8000,10000,1961,Head
5553,32.0,10000,12000,1961,Head
5554,36.0,12000,14000,1961,Head
5555,39.0,14000,16000,1961,Head
5556,42.0,16000,18000,1961,Head
5557,43.0,18000,20000,1961,Head
5558,47.0,20000,22000,1961,Head
5559,49.0,22000,24000,1961,Head
5560,52.0,24000,28000,1961,Head
5561,54.0,28000,32000,1961,Head
5562,58.0,32000,38000,1961,Head
5563,62.0,38000,44000,1961,Head
5564,66.0,44000,50000,1961,Head
5565,68.0,50000,60000,1961,Head
5566,71.0,60000,70000,1961,Head
5567,74.0,70000,80000,1961,Head
5568,76.0,80000,90000,1961,Head
5569,80.0,90000,100000,1961,Head
5570,83.0,100000,150000,1961,Head
5571,87.0,150000,200000,1961,Head
5572,90.0,200000,300000,1961,Head
5573,91.0,300000,10000000,1961,Head
5574,20.0,0,4000,1961,Jointly
5575,22.0,4000,8000,1961,Jointly
5576,26.0,8000,12000,1961,Jointly
5577,30.0,12000,16000,1961,Jointly
5578,34.0,16000,20000,1961,Jointly
5579,38.0,20000,24000,1961,Jointly
5580,43.0,24000,28000,1961,Jointly
5581,47.0,28000,32000,1961,Jointly
5582,50.0,32000,36000,1961,Jointly
5583,53.0,36000,40000,1961,Jointly
5584,56.0,40000,44000,1961,Jointly
5585,59.0,44000,52000,1961,Jointly
5586,62.0,52000,64000,1961,Jointly
5587,65.0,64000,76000,1961,Jointly
5588,69.0,76000,88000,1961,Jointly
5589,72.0,88000,100000,1961,Jointly
5590,75.0,100000,120000,1961,Jointly
5591,78.0,120000,140000,1961,Jointly
5592,81.0,140000,160000,1961,Jointly
5593,84.0,160000,180000,1961,Jointly
5594,87.0,180000,200000,1961,Jointly
5595,89.0,200000,300000,1961,Jointly
5596,90.0,300000,400000,1961,Jointly
5597,91.0,400000,10000000,1961,Jointly
5598,20.0,0,200,1961,Separately
5599,22.0,2000,4000,1961,Separately
5600,26.0,4000,6000,1961,Separately
5601,30.0,6000,8000,1961,Separately
5602,34.0,8000,10000,1961,Separately
5603,38.0,10000,12000,1961,Separately
5604,43.0,12000,14000,1961,Separately
5605,47.0,14000,16000,1961,Separately
5606,50.0,16000,18000,1961,Separately
5607,53.0,18000,20000,1961,Separately
5608,56.0,20000,22000,1961,Separately
5609,59.0,22000,26000,1961,Separately
5610,62.0,26000,32000,1961,Separately
5611,65.0,32000,38000,1961,Separately
5612,69.0,38000,44000,1961,Separately
5613,72.0,44000,50000,1961,Separately
5614,75.0,50000,60000,1961,Separately
5615,78.0,60000,70000,1961,Separately
5616,81.0,70000,80000,1961,Separately
5617,84.0,80000,90000,1961,Separately
5618,87.0,90000,100000,1961,Separately
5619,89.0,100000,150000,1961,Separately
5620,90.0,150000,200000,1961,Separately
5621,91.0,200000,10000000,1961,Separately
5622,20.0,0,200,1961,Single
5623,22.0,2000,4000,1961,Single
5624,26.0,4000,6000,1961,Single
5625,30.0,6000,8000,1961,Single
5626,34.0,8000,10000,1961,Single
5627,38.0,10000,12000,1961,Single
5628,43.0,12000,14000,1961,Single
5629,47.0,14000,16000,1961,Single
5630,50.0,16000,18000,1961,Single
5631,53.0,18000,20000,1961,Single
5632,56.0,20000,22000,1961,Single
5633,59.0,22000,26000,1961,Single
5634,62.0,26000,32000,1961,Single
5635,65.0,32000,38000,1961,Single
5636,69.0,38000,44000,1961,Single
5637,72.0,44000,50000,1961,Single
5638,75.0,50000,60000,1961,Single
5639,78.0,60000,70000,1961,Single
5640,81.0,70000,80000,1961,Single
5641,84.0,80000,90000,1961,Single
5642,87.0,90000,100000,1961,Single
5643,89.0,100000,150000,1961,Single
5644,90.0,150000,200000,1961,Single
5645,91.0,200000,10000000,1961,Single
5646,21.0,2000,4000,1962,Head
5647,24.0,4000,6000,1962,Head
5648,26.0,6000,8000,1962,Head
5649,30.0,8000,10000,1962,Head
5650,32.0,10000,12000,1962,Head
5651,36.0,12000,14000,1962,Head
5652,39.0,14000,16000,1962,Head
5653,42.0,16000,18000,1962,Head
5654,43.0,18000,20000,1962,Head
5655,47.0,20000,22000,1962,Head
5656,49.0,22000,24000,1962,Head
5657,52.0,24000,28000,1962,Head
5658,54.0,28000,32000,1962,Head
5659,58.0,32000,38000,1962,Head
5660,62.0,38000,44000,1962,Head
5661,66.0,44000,50000,1962,Head
5662,68.0,50000,60000,1962,Head
5663,71.0,60000,70000,1962,Head
5664,74.0,70000,80000,1962,Head
5665,76.0,80000,90000,1962,Head
5666,80.0,90000,100000,1962,Head
5667,83.0,100000,150000,1962,Head
5668,87.0,150000,200000,1962,Head
5669,90.0,200000,300000,1962,Head
5670,91.0,300000,10000000,1962,Head
5671,7.5,5000,10000,1962,Jointly
5672,10.0,10000,10000000,1962,Jointly
5673,20.0,0,4000,1962,Jointly
5674,22.0,4000,8000,1962,Jointly
5675,26.0,8000,12000,1962,Jointly
5676,30.0,12000,16000,1962,Jointly
5677,34.0,16000,20000,1962,Jointly
5678,38.0,20000,24000,1962,Jointly
5679,43.0,24000,28000,1962,Jointly
5680,47.0,28000,32000,1962,Jointly
5681,50.0,32000,36000,1962,Jointly
5682,53.0,36000,40000,1962,Jointly
5683,56.0,40000,44000,1962,Jointly
5684,59.0,44000,52000,1962,Jointly
5685,62.0,52000,64000,1962,Jointly
5686,65.0,64000,76000,1962,Jointly
5687,69.0,76000,88000,1962,Jointly
5688,72.0,88000,100000,1962,Jointly
5689,75.0,100000,120000,1962,Jointly
5690,78.0,120000,140000,1962,Jointly
5691,81.0,140000,160000,1962,Jointly
5692,84.0,160000,180000,1962,Jointly
5693,87.0,180000,200000,1962,Jointly
5694,89.0,200000,300000,1962,Jointly
5695,90.0,300000,400000,1962,Jointly
5696,91.0,400000,10000000,1962,Jointly
5697,20.0,0,200,1962,Separately
5698,22.0,2000,4000,1962,Separately
5699,26.0,4000,6000,1962,Separately
5700,30.0,6000,8000,1962,Separately
5701,34.0,8000,10000,1962,Separately
5702,38.0,10000,12000,1962,Separately
5703,43.0,12000,14000,1962,Separately
5704,47.0,14000,16000,1962,Separately
5705,50.0,16000,18000,1962,Separately
5706,53.0,18000,20000,1962,Separately
5707,56.0,20000,22000,1962,Separately
5708,59.0,22000,26000,1962,Separately
5709,62.0,26000,32000,1962,Separately
5710,65.0,32000,38000,1962,Separately
5711,69.0,38000,44000,1962,Separately
5712,72.0,44000,50000,1962,Separately
5713,75.0,50000,60000,1962,Separately
5714,78.0,60000,70000,1962,Separately
5715,81.0,70000,80000,1962,Separately
5716,84.0,80000,90000,1962,Separately
5717,87.0,90000,100000,1962,Separately
5718,89.0,100000,150000,1962,Separately
5719,90.0,150000,200000,1962,Separately
5720,91.0,200000,10000000,1962,Separately
5721,20.0,0,200,1962,Single
5722,22.0,2000,4000,1962,Single
5723,26.0,4000,6000,1962,Single
5724,30.0,6000,8000,1962,Single
5725,34.0,8000,10000,1962,Single
5726,38.0,10000,12000,1962,Single
5727,43.0,12000,14000,1962,Single
5728,47.0,14000,16000,1962,Single
5729,50.0,16000,18000,1962,Single
5730,53.0,18000,20000,1962,Single
5731,56.0,20000,22000,1962,Single
5732,59.0,22000,26000,1962,Single
5733,62.0,26000,32000,1962,Single
5734,65.0,32000,38000,1962,Single
5735,69.0,38000,44000,1962,Single
5736,72.0,44000,50000,1962,Single
5737,75.0,50000,60000,1962,Single
5738,78.0,60000,70000,1962,Single
5739,81.0,70000,80000,1962,Single
5740,84.0,80000,90000,1962,Single
5741,87.0,90000,100000,1962,Single
5742,89.0,100000,150000,1962,Single
5743,90.0,150000,200000,1962,Single
5744,91.0,200000,10000000,1962,Single
5745,20.0,0,2000,1963,Head
5746,21.0,2000,4000,1963,Head
5747,24.0,4000,6000,1963,Head
5748,26.0,6000,8000,1963,Head
5749,30.0,8000,10000,1963,Head
5750,32.0,10000,12000,1963,Head
5751,36.0,12000,14000,1963,Head
5752,39.0,14000,16000,1963,Head
5753,42.0,16000,18000,1963,Head
5754,43.0,18000,20000,1963,Head
5755,47.0,20000,22000,1963,Head
5756,49.0,22000,24000,1963,Head
5757,52.0,24000,28000,1963,Head
5758,54.0,28000,32000,1963,Head
5759,58.0,32000,38000,1963,Head
5760,62.0,38000,44000,1963,Head
5761,66.0,44000,50000,1963,Head
5762,68.0,50000,60000,1963,Head
5763,71.0,60000,70000,1963,Head
5764,74.0,70000,80000,1963,Head
5765,76.0,80000,90000,1963,Head
5766,80.0,90000,100000,1963,Head
5767,83.0,100000,150000,1963,Head
5768,87.0,150000,200000,1963,Head
5769,90.0,200000,300000,1963,Head
5770,91.0,300000,10000000,1963,Head
5771,3.0,600,10000,1963,Jointly
5772,5.0,10000,10000000,1963,Jointly
5773,20.0,0,4000,1963,Jointly
5774,22.0,4000,8000,1963,Jointly
5775,26.0,8000,12000,1963,Jointly
5776,30.0,12000,16000,1963,Jointly
5777,34.0,16000,20000,1963,Jointly
5778,38.0,20000,24000,1963,Jointly
5779,43.0,24000,28000,1963,Jointly
5780,47.0,28000,32000,1963,Jointly
5781,50.0,32000,36000,1963,Jointly
5782,53.0,36000,40000,1963,Jointly
5783,56.0,40000,44000,1963,Jointly
5784,59.0,44000,52000,1963,Jointly
5785,62.0,52000,64000,1963,Jointly
5786,65.0,64000,76000,1963,Jointly
5787,69.0,76000,88000,1963,Jointly
5788,72.0,88000,100000,1963,Jointly
5789,75.0,100000,120000,1963,Jointly
5790,78.0,120000,140000,1963,Jointly
5791,81.0,140000,160000,1963,Jointly
5792,84.0,160000,180000,1963,Jointly
5793,87.0,180000,200000,1963,Jointly
5794,89.0,200000,300000,1963,Jointly
5795,90.0,300000,400000,1963,Jointly
5796,91.0,400000,10000000,1963,Jointly
5797,20.0,0,200,1963,Separately
5798,22.0,2000,4000,1963,Separately
5799,26.0,4000,6000,1963,Separately
5800,30.0,6000,8000,1963,Separately
5801,34.0,8000,10000,1963,Separately
5802,38.0,10000,12000,1963,Separately
5803,43.0,12000,14000,1963,Separately
5804,47.0,14000,16000,1963,Separately
5805,50.0,16000,18000,1963,Separately
5806,53.0,18000,20000,1963,Separately
5807,56.0,20000,22000,1963,Separately
5808,59.0,22000,26000,1963,Separately
5809,62.0,26000,32000,1963,Separately
5810,65.0,32000,38000,1963,Separately
5811,69.0,38000,44000,1963,Separately
5812,72.0,44000,50000,1963,Separately
5813,75.0,50000,60000,1963,Separately
5814,78.0,60000,70000,1963,Separately
5815,81.0,70000,80000,1963,Separately
5816,84.0,80000,90000,1963,Separately
5817,87.0,90000,100000,1963,Separately
5818,89.0,100000,150000,1963,Separately
5819,90.0,150000,200000,1963,Separately
5820,91.0,200000,10000000,1963,Separately
5821,20.0,0,200,1963,Single
5822,22.0,2000,4000,1963,Single
5823,26.0,4000,6000,1963,Single
5824,30.0,6000,8000,1963,Single
5825,34.0,8000,10000,1963,Single
5826,38.0,10000,12000,1963,Single
5827,43.0,12000,14000,1963,Single
5828,47.0,14000,16000,1963,Single
5829,50.0,16000,18000,1963,Single
5830,53.0,18000,20000,1963,Single
5831,56.0,20000,22000,1963,Single
5832,59.0,22000,26000,1963,Single
5833,62.0,26000,32000,1963,Single
5834,65.0,32000,38000,1963,Single
5835,69.0,38000,44000,1963,Single
5836,72.0,44000,50000,1963,Single
5837,75.0,50000,60000,1963,Single
5838,78.0,60000,70000,1963,Single
5839,81.0,70000,80000,1963,Single
5840,84.0,80000,90000,1963,Single
5841,87.0,90000,100000,1963,Single
5842,89.0,100000,150000,1963,Single
5843,90.0,150000,200000,1963,Single
5844,91.0,200000,10000000,1963,Single
5845,17.5,1000,2000,1964,Head
5846,19.0,2000,4000,1964,Head
5847,22.0,4000,6000,1964,Head
5848,23.0,6000,8000,1964,Head
5849,27.0,8000,10000,1964,Head
5850,29.0,10000,12000,1964,Head
5851,32.0,12000,14000,1964,Head
5852,34.0,14000,16000,1964,Head
5853,37.5,16000,18000,1964,Head
5854,39.0,18000,20000,1964,Head
5855,42.5,20000,22000,1964,Head
5856,43.5,22000,24000,1964,Head
5857,45.5,24000,26000,1964,Head
5858,47.0,26000,28000,1964,Head
5859,48.5,28000,32000,1964,Head
5860,51.5,32000,36000,1964,Head
5861,53.0,36000,38000,1964,Head
5862,54.0,38000,40000,1964,Head
5863,56.0,40000,44000,1964,Head
5864,58.5,44000,50000,1964,Head
5865,59.5,50000,52000,1964,Head
5866,61.0,52000,60000,1964,Head
5867,62.0,60000,64000,1964,Head
5868,63.5,64000,70000,1964,Head
5869,65.0,70000,76000,1964,Head
5870,66.0,76000,80000,1964,Head
5871,67.0,80000,88000,1964,Head
5872,69.0,88000,90000,1964,Head
5873,69.5,90000,100000,1964,Head
5874,71.0,100000,120000,1964,Head
5875,72.5,120000,140000,1964,Head
5876,74.0,140000,160000,1964,Head
5877,75.0,160000,180000,1964,Head
5878,75.5,180000,200000,1964,Head
5879,77.0,200000,10000000,1964,Head
5880,3.0,600,10000,1964,Jointly
5881,5.0,10000,10000000,1964,Jointly
5882,16.0,0,1000,1964,Jointly
5883,16.5,1000,2000,1964,Jointly
5884,17.5,2000,3000,1964,Jointly
5885,18.0,3000,4000,1964,Jointly
5886,20.0,4000,8000,1964,Jointly
5887,23.5,8000,12000,1964,Jointly
5888,27.0,12000,16000,1964,Jointly
5889,30.5,16000,20000,1964,Jointly
5890,34.0,20000,24000,1964,Jointly
5891,37.5,24000,28000,1964,Jointly
5892,41.0,28000,32000,1964,Jointly
5893,44.5,32000,36000,1964,Jointly
5894,47.5,36000,40000,1964,Jointly
5895,50.5,40000,44000,1964,Jointly
5896,53.5,44000,52000,1964,Jointly
5897,56.0,52000,64000,1964,Jointly
5898,58.5,64000,76000,1964,Jointly
5899,61.0,76000,88000,1964,Jointly
5900,63.5,88000,100000,1964,Jointly
5901,66.0,100000,120000,1964,Jointly
5902,68.5,120000,140000,1964,Jointly
5903,71.0,140000,160000,1964,Jointly
5904,73.5,160000,180000,1964,Jointly
5905,75.0,180000,200000,1964,Jointly
5906,76.5,200000,400000,1964,Jointly
5907,77.0,400000,10000000,1964,Jointly
5908,16.0,0,50,1964,Separately
5909,16.5,500,1000,1964,Separately
5910,17.5,1000,1500,1964,Separately
5911,18.0,1500,2000,1964,Separately
5912,20.0,2000,4000,1964,Separately
5913,23.5,4000,6000,1964,Separately
5914,27.0,6000,8000,1964,Separately
5915,30.5,8000,10000,1964,Separately
5916,34.0,10000,12000,1964,Separately
5917,37.5,12000,14000,1964,Separately
5918,41.0,14000,16000,1964,Separately
5919,44.5,16000,18000,1964,Separately
5920,47.5,18000,20000,1964,Separately
5921,50.5,20000,22000,1964,Separately
5922,53.5,22000,26000,1964,Separately
5923,56.0,26000,32000,1964,Separately
5924,58.5,32000,38000,1964,Separately
5925,61.0,38000,44000,1964,Separately
5926,63.5,44000,50000,1964,Separately
5927,66.0,50000,60000,1964,Separately
5928,68.5,60000,70000,1964,Separately
5929,71.0,70000,80000,1964,Separately
5930,73.5,80000,90000,1964,Separately
5931,75.0,90000,100000,1964,Separately
5932,76.5,100000,200000,1964,Separately
5933,77.0,200000,10000000,1964,Separately
5934,16.0,0,50,1964,Single
5935,16.5,500,1000,1964,Single
5936,17.5,1000,1500,1964,Single
5937,18.0,1500,2000,1964,Single
5938,20.0,2000,4000,1964,Single
5939,23.5,4000,6000,1964,Single
5940,27.0,6000,8000,1964,Single
5941,30.5,8000,10000,1964,Single
5942,34.0,10000,12000,1964,Single
5943,37.5,12000,14000,1964,Single
5944,41.0,14000,16000,1964,Single
5945,44.5,16000,18000,1964,Single
5946,47.5,18000,20000,1964,Single
5947,50.5,20000,22000,1964,Single
5948,53.5,22000,26000,1964,Single
5949,56.0,26000,32000,1964,Single
5950,58.5,32000,38000,1964,Single
5951,61.0,38000,44000,1964,Single
5952,63.5,44000,50000,1964,Single
5953,66.0,50000,60000,1964,Single
5954,68.5,60000,70000,1964,Single
5955,71.0,70000,80000,1964,Single
5956,73.5,80000,90000,1964,Single
5957,75.0,90000,100000,1964,Single
5958,76.5,100000,200000,1964,Single
5959,77.0,200000,10000000,1964,Single
5960,16.0,1000,2000,1965,Head
5961,18.0,2000,4000,1965,Head
5962,20.0,4000,6000,1965,Head
5963,22.0,6000,8000,1965,Head
5964,25.0,8000,10000,1965,Head
5965,27.0,10000,12000,1965,Head
5966,31.0,12000,14000,1965,Head
5967,32.0,14000,16000,1965,Head
5968,35.0,16000,18000,1965,Head
5969,36.0,18000,20000,1965,Head
5970,40.0,20000,22000,1965,Head
5971,41.0,22000,24000,1965,Head
5972,43.0,24000,26000,1965,Head
5973,45.0,26000,28000,1965,Head
5974,46.0,28000,32000,1965,Head
5975,48.0,32000,36000,1965,Head
5976,50.0,36000,38000,1965,Head
5977,52.0,38000,40000,1965,Head
5978,53.0,40000,44000,1965,Head
5979,55.0,44000,50000,1965,Head
5980,56.0,50000,52000,1965,Head
5981,58.0,52000,64000,1965,Head
5982,59.0,64000,70000,1965,Head
5983,61.0,70000,76000,1965,Head
5984,62.0,76000,80000,1965,Head
5985,63.0,80000,88000,1965,Head
5986,64.0,88000,100000,1965,Head
5987,66.0,100000,120000,1965,Head
5988,67.0,120000,140000,1965,Head
5989,68.0,140000,160000,1965,Head
5990,69.0,160000,180000,1965,Head
5991,70.0,180000,10000000,1965,Head
5992,14.0,0,1000,1965,Jointly
5993,15.0,1000,2000,1965,Jointly
5994,16.0,2000,3000,1965,Jointly
5995,17.0,3000,4000,1965,Jointly
5996,19.0,4000,8000,1965,Jointly
5997,22.0,8000,12000,1965,Jointly
5998,25.0,12000,16000,1965,Jointly
5999,28.0,16000,20000,1965,Jointly
6000,32.0,20000,24000,1965,Jointly
6001,36.0,24000,28000,1965,Jointly
6002,39.0,28000,32000,1965,Jointly
6003,42.0,32000,36000,1965,Jointly
6004,45.0,36000,40000,1965,Jointly
6005,48.0,40000,44000,1965,Jointly
6006,50.0,44000,52000,1965,Jointly
6007,53.0,52000,64000,1965,Jointly
6008,55.0,64000,76000,1965,Jointly
6009,58.0,76000,88000,1965,Jointly
6010,60.0,88000,100000,1965,Jointly
6011,62.0,100000,120000,1965,Jointly
6012,64.0,120000,140000,1965,Jointly
6013,66.0,140000,160000,1965,Jointly
6014,68.0,160000,180000,1965,Jointly
6015,69.0,180000,200000,1965,Jointly
6016,70.0,200000,10000000,1965,Jointly
6017,14.0,0,50,1965,Separately
6018,15.0,500,1000,1965,Separately
6019,16.0,1000,1500,1965,Separately
6020,17.0,1500,2000,1965,Separately
6021,19.0,2000,4000,1965,Separately
6022,22.0,4000,6000,1965,Separately
6023,25.0,6000,8000,1965,Separately
6024,28.0,8000,10000,1965,Separately
6025,32.0,10000,12000,1965,Separately
6026,36.0,12000,14000,1965,Separately
6027,39.0,14000,16000,1965,Separately
6028,42.0,16000,18000,1965,Separately
6029,45.0,18000,20000,1965,Separately
6030,48.0,20000,22000,1965,Separately
6031,50.0,22000,26000,1965,Separately
6032,53.0,26000,32000,1965,Separately
6033,55.0,32000,38000,1965,Separately
6034,58.0,38000,44000,1965,Separately
6035,60.0,44000,50000,1965,Separately
6036,62.0,50000,60000,1965,Separately
6037,64.0,60000,70000,1965,Separately
6038,66.0,70000,80000,1965,Separately
6039,68.0,80000,90000,1965,Separately
6040,69.0,90000,100000,1965,Separately
6041,70.0,100000,10000000,1965,Separately
6042,14.0,0,50,1965,Single
6043,15.0,500,1000,1965,Single
6044,16.0,1000,1500,1965,Single
6045,17.0,1500,2000,1965,Single
6046,19.0,2000,4000,1965,Single
6047,22.0,4000,6000,1965,Single
6048,25.0,6000,8000,1965,Single
6049,28.0,8000,10000,1965,Single
6050,32.0,10000,12000,1965,Single
6051,36.0,12000,14000,1965,Single
6052,39.0,14000,16000,1965,Single
6053,42.0,16000,18000,1965,Single
6054,45.0,18000,20000,1965,Single
6055,48.0,20000,22000,1965,Single
6056,50.0,22000,26000,1965,Single
6057,53.0,26000,32000,1965,Single
6058,55.0,32000,38000,1965,Single
6059,58.0,38000,44000,1965,Single
6060,60.0,44000,50000,1965,Single
6061,62.0,50000,60000,1965,Single
6062,64.0,60000,70000,1965,Single
6063,66.0,70000,80000,1965,Single
6064,68.0,80000,90000,1965,Single
6065,69.0,90000,100000,1965,Single
6066,70.0,100000,10000000,1965,Single
6067,16.0,1000,2000,1966,Head
6068,18.0,2000,4000,1966,Head
6069,20.0,4000,6000,1966,Head
6070,22.0,6000,8000,1966,Head
6071,25.0,8000,10000,1966,Head
6072,27.0,10000,12000,1966,Head
6073,31.0,12000,14000,1966,Head
6074,32.0,14000,16000,1966,Head
6075,35.0,16000,18000,1966,Head
6076,36.0,18000,20000,1966,Head
6077,40.0,20000,22000,1966,Head
6078,41.0,22000,24000,1966,Head
6079,43.0,24000,26000,1966,Head
6080,45.0,26000,28000,1966,Head
6081,46.0,28000,32000,1966,Head
6082,48.0,32000,36000,1966,Head
6083,50.0,36000,38000,1966,Head
6084,52.0,38000,40000,1966,Head
6085,53.0,40000,44000,1966,Head
6086,55.0,44000,50000,1966,Head
6087,56.0,50000,52000,1966,Head
6088,58.0,52000,64000,1966,Head
6089,59.0,64000,70000,1966,Head
6090,61.0,70000,76000,1966,Head
6091,62.0,76000,80000,1966,Head
6092,63.0,80000,88000,1966,Head
6093,64.0,88000,100000,1966,Head
6094,66.0,100000,120000,1966,Head
6095,67.0,120000,140000,1966,Head
6096,68.0,140000,160000,1966,Head
6097,69.0,160000,180000,1966,Head
6098,70.0,180000,10000000,1966,Head
6099,14.0,0,1000,1966,Jointly
6100,15.0,1000,2000,1966,Jointly
6101,16.0,2000,3000,1966,Jointly
6102,17.0,3000,4000,1966,Jointly
6103,19.0,4000,8000,1966,Jointly
